"","name_text6","state_text6","last_digit_text6"
"3426","*Otero County Electric Cooperative","New Mexico ","524"
"3427","Otranto Transmission Line","Iowa ","203"
"3429","of","Kansas ","259"
"3430","Otter Tail Power Company","Minnesota ","376"
"3431","","North Dakota ","587"
"3432","","South Dakota ","725"
"3433","*0ttumwa Water Works Hydro-Electric Plant","Iowa ","219"
"3434","Ouachita Ice & Utilities, Inc","Louisiana ","288"
"3435","*0uachita Rural Electric Cooperative Corporation.","Arkansas ","35"
"3436","•Overly Light Plant","North Dakota ","590"
"3437","*0verton Power District No. 5","Nevada ","499"
"3438","*0watonna Municipal Utilities","Minnesota ","393"
"3440","poration","Kentucky ","281"
"3441","*0wensboro Municipal Utilities","Kentucky ","278"
"3443","Los Angeles","California ","53"
"3444","•Owensville Municipal Utilities","Missouri ","440"
"3445","Oxford Light & Power Company","Wisconsin ","865"
"3446","•Oxford Light & Power Plant","Nebraska ","484"
"3447","•Oxford Light and Power System","Kansas ","259"
"3448","•Oxford Light A Water Co","Indiana ","180"
"3449","*0xford Water & Light Plant","Mississippi ","411"
"3450","•Oxford Water & Light System","Georgia ","111"
"3451","*0zark Border Electric Cooperative","Missouri ","446"
"3452","•Ozark Electric Cooperative","Missouri ","446"
"3453","Ozark Electric Manufacturing Company","Missouri ","432"
"3454","*0zarks Rural Electric Cooperative Corporation","Arkansas ","35"
"3455","Ozark Utilities Company","Missouri ","429"
"3457","•Pacific Distributing System, Town of","Washington ","837"
"3458","Pacific Electric Railway Company","California ","49"
"3459","Pacific Gas and Electric Company","California ","41"
"3460","Pacific Lumber Company, The","California ","49"
"3461","Pacific Power & Light Company","Oregon ","659"
"3462","","Washington ","828"
"3463","Pacific Spruce Corporation","Oregon ","662"
"3464","Packwood Electric Company","Washington ","828"
"3465","Padgett Electric System","Indiana ","167"
"3466","Page Coal & Coke Co","West Virginia ","854"
"3467","Page M ining Company","West Virginia ","854"
"3468","Page Power Company","Virginia ","815"
"3469","•Painesville, City of","Ohio ","621"
"3470","Palmerton Lighting Company","Pennsylvania ","678"
"3471","•Palmetto Municipal Light Plant","Georgia ","111"
"3472","*Palmtree Mutual Lighting Company","North Carolina ","583"
"3473","Palmyra & Lakeshore Electric Light Co","Utah ","790"
"3474","•Palmyra Light and Water Department","Missouri ","440"
"3475","*Palo Alto, Citv of","California ","54"
"3476","Pamlico Ice & Light Company","North Carolina ","565"
"3477","Panaca Power Co","Nevada ","496"
"3478","•Panama Municipal Light Plant","Nebraska ","484"
"3479","Panhandle Power & Light Company","Texas ","762"
"3480","Panhandle Public Service Company","Oklahoma ","637"
"3481","•Panola-Harrison Electric Cooperative, Inc","Texas ","785"
"3482","•Panora, Town of","Iowa ","220"
"3483","•Pantego, Town of","North Carolina ","577"
"3487","*Paoli Electric Department -","Indiana ","180"
"3488","Paradise Utility Plant","Nevada ","496"
"3489","*Paragonah Municipal Lighting Department","Utah ","797"
"3490","*Paragon Municipal Lighting Department","Indiana ","180"
"3491","*Paragould Light Plant Commission..","Arkansas","33"
"3492","Pardeeville Electric Light Company","Wisconsin ","865"
"3493","*Paris, Board of Public Utilities, City of","Tennessee ","746"
"3494","*Paris Light, Power & Water Plant System","Kentucky ","278"
"3495","*Paris Light, Water and Ice Department","Missouri ","440"
"3496","*Paris Municipal Light Plant","Arkansas","33"
"3498","poration —","Indiana ","187"
"3499","*Park Electric Cooperative, Inc —","Montana ","455"
"3500","Parker Electric Supply","Arizona","19"
"3501","*Parker Municipal Light Plant","South Dakota ","730"
"3502","Parker Young Co., The","New Hampshire ","506"
"3503","Parkison Electric","Wyoming ","897"
"3504","Parkland Light & Water Co","Washington ","828"
"3505","*Park Ridge Borough Electric Light Department.-.","New Jersey ","516"
"3506","*Park River Light and Water Plant","North Dakota ","590"
"3507","Parksley Coal & Supply Co","Virginia ","819"
"3508","*Parowan City Corporation","Utah ","797"
"3509","Parsons Tanning Company","West Virginia ","855"
"3510","Partington, J. F","California","44"
"3512","ment","California","54"
"3513","*Pascoag Fire District Electric Department.","Rhode Island ","707"
"3514","*Passaic Valley Water Commission","New Jersey ","517"
"3515","Patagonia Ice & Light Company","Arizona","19"
"3516","Patchogue Electric Light Company, The","New York ","542"
"3517","*Patoka Municipal Electric Department","Indiana ","180"
"3518","*Patoka Municipal Light Plant","Illinois ","150"
"3519","*Paton, Town of","Iowa ","220"
"3520","*Pattonsburg Municipal Light Plant","Missouri ","440"
"3521","*Paulding Light and Water Works","Ohio ","622"
"3522","*Paulding-Putnam Electric Cooperative, Inc","Ohio ","630"
"3523","Paul Electric Company","Idaho ","121"
"3524","Paul Lime Plant","Arizona","21"
"3525","*Paullina Light and Water Works","Iowa ","220"
"3527","road Company","New York ","542"
"3528","*Pawhuska. The City of","Oklahoma ","647"
"3529","*Pawnee, City of","Oklahoma ","647"
"3530","*Paw Paw, Village of","Michigan ","361"
"3531","*Paxton, Electric Light Department, Town of","Massachusetts.. ","340"
"3532","*Paxton Light & Power Department","Nebraska ","484"
"3533","Payne Power and Light","South Dakota ","725"
"3534","*Payson City Corporation","Utah ","797"
"3535","Payson Garage","Arizona","21"
"3536","Peabody Coal Company","Illinois ","143"
"3537","*Peabody Municipal Light Plant","Massachusetts ","340"
"3538","*Pea River Electric Cooperative","Alabama","13"
"3539","*Pearl River Valley Electric Power Association","Mississippi ","415"
"3540","Pea vey Paper Products Company","Wisconsin ","874"
"3541","Pecos Valley Power & Light Company","Texas ","762"
"3542","*Pedernales Electric Cooperative, Inc","Texas ","786"
"3543","*Pee Dee Electric Cooperative, Inc","South Carolina,. ","719"
"3544","*Pee Dee Electric Membership Corporation","North Carolina ","583"
"3545","*Pella Cooperative Electric Association","Iowa ","232"
"3546","*Pella Municipal Electric Plant","Iowa ","220"
"3547","Pelzer Mills, Inc","South Carolina ","714"
"3548","*Pemberton Borough Electric Dept","New Jersey ","517"
"3549","Pemberton Coal and Coke Co","West Virginia ","854"
"3550","Pemberton Suburban Light and Power Co","New Jersey ","512"
"3551","*Pemberville Municipal Light & Water System","Ohio ","622"
"3552","*Pemiscot-Dunklin Electric Cooperative","Missouri ","446"
"3556","*Pender Municipal Light Plant","Nebraska ","484"
"3557","*Pendleton Electric Light Plant","Indiana ","180"
"3558","Pendleton Power Company","New Mexico ","522"
"3559","*Pend Oreille Electric Cooperative, Inc.","Washington ","841"
"3560","*Peninsula Light Company, Inc","Washington ","840"
"3561","Penn-Dixie Cement Company","Virginia ","819"
"3562","Penn Iron Mining Company","Michigan ","354"
"3563","Pennsylvania Coal and Coke Corp","Pennsylvania ","696"
"3564","Pennsylvania Edison Company","Pennsylvania ","679"
"3565","Pennsylvania Electric Company","Pennsylvania — ","680"
"3566","Pennsylvania Power & Light Company","Pennsylvania ","682"
"3567","Pennsylvania Power Company","Pennsylvania ","681"
"3568","Pennsylvania Water & Power Company","Maryland ","311"
"3569","","Pennsylvania ","685"
"3570","*Penn Yan Municipal Board","New York ","554"
"3571","*Pennyrilo Rural Electric Cooperative Corporation.",". Kentucky ","281"
"3573","sted County","Minnesota ","402"
"3574","*Peoples Electric Cooperative","Oklahoma ","652"
"3575","Peoples Gas & Electric Company","Iowa ","203"
"3576","Peoples Light and Power Company","Utah ","790"
"3577","Peoples Light Company","Iowa ","203"
"3578","Peoples Power Company","Illinois ","139"
"3579","Pepperell Manufacturing Company","Georgia ","105"
"3580","Pepperton Cotton Mills","Georgia ","105"
"3581","*Perkasie Electric Light Department, Borough of _","_ Pennsylvania ","700"
"3582","*Perley, Village of","Minnesota ","393"
"3583","Perry County Power & Light Co","Indiana ","167"
"3584","*Perry Light & Water Department","Missouri ","441"
"3585","*Perry, Town of","Utah ","797"
"3586","*Perry Water and Light Department","Oklahoma ","647"
"3588","Plant","New Jersey _ ","517"
"3590","City of","Indiana ","180"
"3591","*Peru Light and Water Plant","Nebraska ","484"
"3592","*Peru Water and Light Plant","Illinois ","150"
"3593","Peterson Electric Company","South Dakota ","726"
"3594","*Peterson, Village of","Minnesota... ","393"
"3595","*Petoskey Electric Department","Michigan ","361"
"3596","Petoskey Portland Cement Co","Michigan ","354"
"3597","Pettibone Lite & Power","North Dakota ","588"
"3598","Phelps Dodge Corporation","Arizona","21"
"3599","Philadelphia Electric Company .","Pennsylvania ","685"
"3600","Philadelphia Electric Power Company","Pennsylvania ","687"
"3601","•Philadelphia Electric System","Mississippi ","411"
"3602","Philadelphia Hydro-Electric Company","Pennsylvania ","687"
"3603","'Philadelphia Municipal Electric System","New York ","554"
"3604","*Philippi, City of","West Virginia ","856"
"3605","Phillips Electric Light & Power Co","Maine ","303"
"3606","*P. I. C. K. Cooperative Electric Association","Minnesota ","402"
"3607","Pickering Lumber Corporation","California","49"
"3608","*Pickwick Electric Membership Corporation","Tennessee ","752"
"3609","*Piedmont, City of","Alabama","10"
"3610","* Piedmont Electric Membership Corporation","North Carolina ","583"
"3611","Pierce Light & Power Company","Idaho ","121"
"3612","*Pierce-Pepin Electric Cooperative","Wisconsin ","891"
"3613","*Pierceton Light & Water Plant","Indiana ","181"
"3614","*Pierre, City of.","South Dakota ","730"
"3615","*Pierz, Village of","Minnesota ","393"
"3616","*Piggott Public Improvement District No. 1","Arkansas","33"
"3617","Pike County Light & Power Company","Pennsylvania ","687"
"3618","*Pikeville, Town of","North Carolina ","577"
"3619","*Pilot Mound, Town of","Iowa ","220"
"3620","*Pine Bluffs, Light, Water & Power Company","Wyoming ","902"
"3621","Pinedalc Power & Light Co., Inc","Wyoming ","897"
"3626","Pinehurst, Inc","North Carolina ","568"
"3627","Pine-Payson Motor Co. & Randall Merc. Co","Arizona","21"
"3628","Pine River Power Co","Colorado","61"
"3629","*Pine Tops Municipal Electric Department","North Carolina ","578"
"3630","*Pineville, Town of","North Carolina ","578"
"3631","Piney Flats Electric Light Company","Tennessee ","738"
"3632","Pingree Light and Power Co","North Dakota ","588"
"3633","Pinole Light & Power Company","California","44"
"3634","Pioche Power and Light Co","Nevada ","496"
"3635","*Pioneer Board of Public Affairs","Ohio ","622"
"3636","*Pioneer Electric Cooperative, Inc","Alabama","13"
"3637","Pioneer Electric Garage","Montana ","453"
"3638","Pioneer Power and Light Company","Wisconsin ","865"
"3639","*Pioneer Rural Electric Cooperative, Inc","Ohio ","630"
"3640","*Piqua Municipal Light Department","Ohio ","622"
"3641","*Pisgah Mountain Electric Line","North Carolina ","583"
"3642","*Pitcairn Borough Electric Light Plant","Pennsylvania ","701"
"3643","*Pitt & Greene Electric Membership Corporation..","North Carolina ","583"
"3644","*Pittsboro Lighting Department","Indiana","181"
"3645","Pittsburgh Coke and Iron Company","Pennsylvania ","696"
"3646","Pittsburg Water & Light Co","Oklahoma ","638"
"3647","Pittsfield Electric Company","Massachusetts ","329"
"3648","*Plain City Light and Water Works","Ohio ","622"
"3649","*Plains Municipal Water & Light Plant","Georgia","112"
"3650","*Plainview, City of","Nebraska ","484"
"3651","*Plankinton Municipal Light & Power Plant","South Dakota ","730"
"3652","Planters Chemical and Oil Company","Alabama","6"
"3653","*Planters Electric Membership Corporation","Georgia","117"
"3654","*Plaquemine City Light & Water Plant","Louisiana ","293"
"3655","*Plateau Electric Cooperative","Tennessee ","752"
"3656","Plateau Valley Light & Power Co., The","Colorado","61"
"3657","*Platte-Clay Electric Cooperative, Inc","Missouri ","446"
"3658","*Platte Valley Public Power and Irrigation Distric","ct. Nebraska ","484"
"3659","Pleasant Hall Electric Company","Pennsylvania ","696"
"3660","*Pleasant Hill Municipal Utilities","Missouri ","441"
"3661","Pleasant Springs Light & Power Co","Wisconsin ","865"
"3662","*Plumas-Sierra Rural Electric Cooperative","California","56"
"3663","*Plummer, Village of","Idaho","125"
"3664","Plymouth County Electric Company","Massachusetts ","330"
"3665","*Plymouth Electric & Water Utilities","Wisconsin","884"
"3666","*Plymouth Electric Cooperative Association","Iowa ","232"
"3667","Plymouth Electric Light Company","Vermont ","805"
"3668","•Plymouth Light and Water Plant","Ohio","622"
"3669","*Pocahontas County Rural Electric Cooperative. ..","Iowa","232"
"3670","*Pocahontas, Town of","Iowa ","220"
"3671","Point Arena Electric Light & Power Co","California","44"
"3672","Pointe Aux Barques Land Company","Michigan ","355"
"3673","*Pointe Coupee Electric Membership Corporation.","Louisiana","294"
"3674","Point Isabel Electric Light Co","Ohio ","607"
"3675","Point Pleasant Water & Light Co.","West Virginia","848"
"3676","*Polk-Burnett Electric Cooperative","Wisconsin","891"
"3677","Polk Burnett Light & Power Co","Wisconsin","866"
"3678","*Polk City, Town of","Florida","94"
"3679","*Polk County Rural Public Power District","Nebraska","485"
"3680","*Polk Municipal Light & Water Works","Nebraska","485"
"3681","Pomeroy Salt Corporation","Ohio","610"
"3682","* Pomona Light Department","Kansas","259"
"3683","*Ponca City Water and Light Department","Oklahoma","647"
"3684","*Pond Creek, City of","Oklahoma","647"
"3685","Ponemah Mills","Connecticut","76"
"3686","*Pontotoc Electric Power Association","Mississippi","415"
"3687","Pony Electric Light Co","Montana","452"
"3688","*Poole Municipal Lighting System","Nebraska","485"
"3689","Pope & Talbot, Inc., Lumber Division","Washington","833"
"3690","Pope-Hardin Power Company","Illinois","140"
"3691","*Poplar Bluff Municipal Water & Light System —","Missouri..","441"
"3695","*Port Angeles, Light & Power Dept., City of","Washington","837"
"3696","*Port Byron Municipal Electric Light Plant","New York","554"
"3697","*Porter Electric Line Cooperative","Wisconsin","891"
"3698","Portland General Electric Company","Oregon","659"
"3699","","Washington","829"
"3700","*Portland Munioipal Electric Department","Michigan","361"
"3701","•Portland Municipal Light & Power Plant","Indiana","181"
"3702","Port Orford Light & Power Co","Oregon","660"
"3703","Potlatch Forests, Inc","Idaho","123"
"3704","Potomac Edison Company, The","Maryland","312"
"3705","Potomac Electric Power Company","District of Columbia.,-","83"
"3706","","Maryland","312"
"3707","Potomac Light and Power Company","West Virginia","848"
