"","name_text6","state_text6","last_digit_text6"
"3773","*Public Utility Dist. #1 of Mason County","Washington","836"
"3774","*Public Utility District No. 2 of Pacific County.",".-, Washington","836"
"3775","*Public Utility District No. 1 of Skamania County.",". Washington","836"
"3777","County","Washington","836"
"3778","Puget Sound Power & Light Company","Washington","829"
"3779","*Pukwana Light and Power Company","South Dakota","730"
"3780","*Pulaski Light & Water Department","Tennessee","747"
"3781","*Purcell Light and Water Department","Oklahoma","647"
"3782","Putnam Lumber Company","Florida","91"
"3783","Putnam Mills, Israel","Connecticut","77"
"3784","Putnam Woolen Corporation","Connecticut","77"
"3786","Quaker Building Company","Massachusetts","335"
"3787","*Quakertown Electric Light Department","Pennsylvania","701"
"3788","Queens Borough Gas and Electric Company","New York","542"
"3789","*Quinault Light Company","Washington","841"
"3790","Quincy Coal Company","West Virginia","855"
"3791","Quincy Electric Light and Power Company","Massachusetts","330"
"3792","*Quincy Municipal Electric & Water Plant","Florida","95"
"3793","Quinlan Electric Company","Oklahoma","639"
"3794","Quinn Light Company","South Dakota","726"
"3795","Quitman, City of","Georgia. .","112"
"3797","Rabun Land and Water Company","Georgia","105"
"3798","*Radford, City of","Virginia","821"
"3799","*Radium Municipal Electric Department","Kansas","260"
"3800","Raeford Power and Manufacturing Company","North Carolina","568"
"3801","*Raft River Rural Electric Cooperative, Inc","Idaho","127"
"3802","*Ragan, Village of","Nebraska","485"
"3803","Rainy River Improvement Company","Minnesota,","377"
"3804","Raleigh-Wyoming Mining Co","West Virginia","855"
"3805","*Ralls County Electric Cooperative Association","Missouri","446"
"3806","*Randall Electric Light Co","Minnesota","393"
"3807","*Randolph Electric Light and Water Plant","Nebraska","485"
"3808","*Randolph Electric Membership Corporation","North Carolina","583"
"3809","*Randolph Municipal Light & Power Company","Iowa","221"
"3810","*Rantoul, Village of","Illinois","151"
"3811","*Raton Public Service Co., The","New Mexico","523"
"3812","*Ravalli County Electric Cooperative, Inc","Montana","455"
"3813","*Ravenswood Municipal Light Plant...","West Virginia","856"
"3814","Rawlins Electric Company","Wyoming","897"
"3815","Ray Electric and Telephone Company","Arizona","19"
"3816","*Rayle Electric Membership Corporation, The","Georgia","117"
"3817","*Raymond, Village of","Nebraska","486"
"3818","*Rayne Electric Light and Water Works Plant","Louisiana","293"
"3819","*Rayville Light Plant","Louisiana","293"
"3820","*Reading Light and Water Plant","Ohio","623"
"3821","*Reading Municipal Light Department","Massachusetts","340"
"3822","*Readlyn Municipal Electric Department","Iowa","221"
"3823","*Readsboro, Village of","Vermont","809"
"3824","*Readstown Municipal Electric Light Plant","Wisconsin","885"
"3825","Reagan Electric Co","Texas","762"
"3826","Reconstruction Finance Corporation","Pennsylvania","696"
"3831","National Bank, Trustee T","Texas ","776"
"3832","•Red Bud Power, Light and Water Plant I","Illinois ","151"
"3833","*Red Cloud Light and Power Plant N","Nebraska ","486"
"3834","*Redding Electrical Department, The City of C","California ","54"
"3835","*Redfield Municipal System I","Iowa ","221"
"3836","Red Jacket Coal Corporation W","West Virginia ","855"
"3837","*Red Lake Cooperative, Inc M","Minnesota ","402"
"3838","•Redlands Water & Power Co C","Colorado ","70"
"3839","Red River Lumber Co., The C","California ","49"
"3840","*Red River Valley Cooperative Power Association. M","Minnesota ","402"
"3841","*Red River Valley Rural Electric Association O","Oklahoma ","652"
"3842","*Red Springs Municipal System N","North Carolina ","578"
"3843","Redwood Falls Light & Power Co M","Minnesota ","377"
"3844","Reed Gold Mines Company, The Tom A","Arizona ","21"
"3845","•Reedsburg Utility Commission W","Wisconsin ","885"
"3846","Rees Hotel A","Arizona ","21"
"3847","*Remsen Municipal Utilities I","Iowa ","221"
"3848","Reninger Light & Power, W. D N","Nebraska ","463"
"3849","Renovo Edison Light, Heat & Power Company P","Pennsylvania ","687"
"3850","*Rensselaer Water and Lights I","Indiana ","181"
"3851","*Renville-Sibley Cooperative Power Association M","Minnesota ","403"
"3852","*Renwick Municipal Light & Power Plant I","Iowa ","221"
"3853","*Republic Board of Public Affairs O","Ohio ","623"
"3854","Republic Mining and Manufacturing Company A","Arkansas ","31"
"3855","Republic Power Co W","Washington ","830"
"3856","Republic Steel Corporation N","New York ","548"
"3857","O","Ohio ","610"
"3858","•Republic Township Municipal System M","Michigan ","362"
"3859","•Reserve Light Department K","Kansas ","260"
"3860","Rexford Power & Light M","Montana ","452"
"3861","*Reynolds Power and Light Department N","Nebraska ","486"
"3862","Rhode Island Power Transmission Company R","Rhode Island ","706"
"3863","*Rice Lake Light Department W","Wisconsin ","885"
"3864","Richey Electric, The M","Montana ","452"
"3865","•Rich Hill, City of.. M","Missouri ","441"
"3866","•Richland Center Municipal Utilities W","Wisconsin ","885"
"3867","•Richland Cooperative Electric Association W","Wisconsin ","892"
"3868","•Richlands, Town of -- V","Virginia ","821"
"3869","•Richland, Village of N","Nebraska ","486"
"3870","•Richmond Department of Public Utilities V","Virginia ","822"
"3872","Plant I","Indiana ","181"
"3873","•Richmond Mutual Light and Power Company O","Ohio ","630"
"3874","•Richmondville Municipal Electric Light Plant N","New York ","555"
"3875","Riede, Mr. Alex S","South Dakota ","726"
"3876","Riegel Paper Corporation N","New Jersey ","515"
"3877","•Rihdge Electric Light Department N","New Hampshire ","507"
"3878","Rinkel & Son, H. C I","Indiana ","171"
"3879","•Ripley Board of Public Affairs O","Ohio ","623"
"3880","•Ripley Power and Light Company T","Tennessee ","747"
"3881","•Rising Sun Municipal Utilities I","Indiana ","181"
"3882","•Rising Sun, Village of O","Ohio ","623"
"3883","Ritter Lumber Co., W. M K","Kentucky ","276"
"3884","S","South Carolina ","714"
"3885","T","Tennessee ","739"
"3886","V","Virginia ","819"
"3887","W","West Virginia ","855"
"3888","•Riverdale, Village of N","Nebraska ","486"
"3889","•River Falls Municipal Light and Water W","Wisconsin ","885"
"3890","•River Junction, Town of F","Florida ","95"
"3891","Riverside & Dan River Cotton Mills, Inc V","Virginia ","819"
"3892","•Riverside Electric Company, Ltd I","Idaho ","127"
"3893","•Riverside, Electric Light Department, City of C","California ","54"
"3894","Riverside Power Plant N","Nebraska ","463"
"3895","•Riverton Electric Light Department I","Illinois ","151"
"3899","•Riverton Valley Electric Association, Inc","Wyoming ","904"
"3900","Riviera Utilities Corporation","Alabama","5"
"3901","*Roanoke Electric Membership Corporation","North Carolina ","584"
"3902","Roanoke River Power Company","Virginia ","815"
"3903","Roanoke Utilities Company","North Carolina ","565"
"3904","*Robersonville, Town of ;","North Carolina ","578"
"3905","Roberts Electric Company","Montana ","452"
"3906","•Robinson, City of","Kansas ","260"
"3907","*Robstown, City","Texas ","777"
"3908","*Rochelle-Electric Light and Water Dept., City of.",". Illinois ","151"
"3909","•Rochester Department of Public Utilities","Minnesota ","394"
"3910","Rochester Electric Light & Power Company.","Vermont ","805"
"3911","Rochester Gas and Electric Corporation","New York ","543"
"3912","Rochester & Pittsburgh Coal Company","Pennsylvania ","696"
"3913","*Rock County Electric Cooperative Association","Wisconsin ","892"
"3914","*Rock Falls, City of","Illinois ","151"
"3915","*Rockford Municipal Electric System","Iowa ","222"
"3916","Rockhill Coal Company","Pennsylvania ","696"
"3917","*Rock Hill Light Department","South Carolina ","717"
"3918","Rockingham Light, Heat and Power Company","Pennsylvania ","688"
"3919","Rockland Electric Company","New Jersey ","515"
"3920","Rockland Light and Power Company","New York ","543"
"3921","*Rockport Board of Public Works","Missouri ","441"
"3922","Rockport Water Works Company, Inc","Indiana ","169"
"3923","*Rock Rapids Municipal Public Utilities","Iowa ","222"
"3924","*Rockville Centre, The Incorporated Village of","New York ","555"
"3925","*Rockville Electric Light Plant","Indiana ","182"
"3926","*Rockwood Electric Utility","Tennessee ","747"
"3927","*Rocky Mount Public Utilities","North Carolina ","578"
"3928","Rocky River Power and Light Company","North Carolina ","565"
"3929","Roden Coal Company","Alabama","6"
"3930","Rogers City Electric Light & Power Company","Michigan ","352"
"3931","*Roland Light Department","Towa ","222"
"3932","*Roosevelt County Electric Cooperative, Inc","New Mexico ","524"
"3933","*Roosevelt Rural Public Power District","Nebraska ","486"
"3934","*Roseau Municipal Light Plant","Minnesota ","394"
"3935","*Roseville, City of","California ","54"
"3936","Rosiclare Lead and Fluorspar Mining Co","Illinois ","144"
"3937","Rosman Tanning Extract Co","North Carolina ","569"
"3938","Rossie Electric & Manufacturing Corporation","New York ","544"
"3939","*Round Lake, Village of","Minnesota ","394"
"3940","Round Valley Light & Power Company","Arizona ","19"
"3941","*Rouses Point Municipal Water and Light System.","New York ","555"
"3942","*Rowley Municipal Lighting Plant","Massachusetts ","341"
"3943","Roxbury Light & Power Company","Wisconsin ","866"
"3944","*Royalton Electric Light Department","Pennsylvania ","701"
"3945","Rumford Falls Light & Water Company","Maine ","304"
"3946","Rumford Falls Power Company","Maine ","306"
"3947","*Rupert, City of","Idaho ","125"
"3948","*Rural Cooperative Power Association","Minnesota ","403"
"3949","Rural Development Corporation","Iowa ","204"
"3950","*Rural Electric Company","Wyoming ","904"
"3951","*Rural Electric Company, Ltd","Idaho ","127"
"3952","*Rural Electric Convenience Cooperative","Illinois ","155"
"3953","*Rural Electric Cooperative, Inc","Oklahoma ","652"
"3954","Rural Electric Service Co","Kentucky ","274"
"3956","ration","Indiana ","188"
"3957","*Rushford, City of .","Minnesota ","394"
"3958","Rush Lake Light & Power Co","Wisconsin ","866"
"3959","*Rushmore, Village of","Minnesota ","394"
"3960","*Rushville Water, Light and Power Plant","Indiana ","182"
"3961","*Rusk County Electric Cooperative, Inc","Texas ","786"
"3962","*Ruskin, Village of","Nebraska ","486"
"3963","*Russell Electric Light Department","Massachusetts ","341"
"3964","*Russell Municipal Electric System","Kansas ","260"
"3968","*Russell Municipal Light and Power","Minnesota","394"
"3969","*RusseIlville, City of","Alabama","10"
"3970","Russom Mallory Light & Power","Louisiana","288"
"3971","","Texas -","763"
"3972","*Ruston Department of Water and Light","Louisiana","293"
"3973","*Ruston Electric Utility, Town of","Washington","837"
"3974","*Rutherford Electric Membership Corporation","North Carolina","584"
"3975","*Ryan, Town of.","Oklahoma","648"
"3977","•Sabetha, City of","Kansas","260"
"3978","•Sabina Board of Public Affairs","Ohio..","623"
"3979","*Sabula Municipal Electric System","Iowa","222"
"3980","Sac County Electric Company","Iowa","204"
"3981","*Sac County Rural Electric Cooperative","Iowa","232"
"3982","Sacramento River Farms, Ltd","California","49"
"3983","Saegertown Borough Electric Service Company","Pennsylvania","688"
"3984","Safe Harbor Water Power Corporation","Maryland","313"
"3985","","Pennsylvania --_","688"
"3986","Saginaw and Manistee Lumber Company","Arizona","21"
"3987","Saint Benedict Light & Power Co","Kansas","243"
"3988","*Saint Bernard, City of","Ohio","623"
"3989","*Saint Charles Light and Water Department","Minnesota","395"
"3990","*Saint Charles Municipal Light Plant","Illinois","151"
"3991","*Saint Clair Borough Electric Light Department.","Pennsylvania","701"
"3993","Affairs","Ohio","624"
"3994","*Saint Cloud Utilities Commission","Florida","95"
"3995","*Saint Crpix County Electric Cooperative","Wisconsin","892"
"3996","Saint Croix Electric Company","Maine","304"
"3998","pany","Minnesota","377"
"4000","pany","Wisconsin","866"
"4001","Saint Croix Paper Company","Maine","306"
"4002","Saint Croix Power Company","Wisconsin","865"
"4003","'Saint Francis Water & Light Department","Kansas","260"
"4004","*Saint James, City of","Minnesota","395"
"4005","Saint James Light and Power Company","North Carolina","565"
"4006","*Saint John Municipal Electric Plant","Kansas","261"
"4007","Saint Joseph- Railway, Light, Heat & Power Co.-","Missouri","429"
"4008","Saint Lawrence River Power Company, The","New York","544"
"4010","City of...","Michigan","362"
"4011","'Saint Martinsville Electric Department","Louisiana","293"
"4012","*Saint Marys Electric Light Co","Ohio","624"
"4013","*Saint Marys Water and Light Plant","Kansas","261"
"4014","*Saint Michaels Utilities Commission","Maryland","316"
"4015","*Saint Paul, City of","Nebraska","486"
"4016","*Saint Peter Electric Light and Water Department","t. Minnesota...","395"
"4018","Electricity, City of","Florida","95"
"4019","*Salamanca Water and Light Department","New York","555"
"4021","Salem Light & Ice Company","Arkansas","30"
"4022","*Salem Light and Power Company","Missouri","441"
"4023","*Salem Light & Power Plant","Illinois","152"
"4024","*Salem Light and Power System","Utah","798"
"4025","*Salem, Town of","Virginia","822"
"4026","*Salem Transmission Line..","_ Nebraska","486"
"4027","Salem Utilities Co","Kentucky","275"
"4028","•Salisbury Municipal Utilities","Missouri","442"
"4029","*8allisaw Municipal Light and Power","Oklahoma","648"
"4030","Saltese Electric Light & Water Co","Montana","452"
"4032","tion","Kentucky","281"
"4036","*Salt River Valley Water Users' Association","Arizona","22"
"4037","*Sam Houston Electric Cooperative, Inc","Texas","786"
"4038","San Antonio Public Service Company","Texas","763"
"4039","*San Augustine Light and Water Department","Texas","777"
"4040","*San Bernard Electric Cooperative, Inc","Texas","786"
"4041","*San Carlos Irrigation & Drainage District","Arizona","22"
"4042","*Sanders Electric Cooperative, Inc","Montana","455"
"4043","*Sandersville Water and Light Commission","Georgia","112"
"4044","San Diego Gas & Electric Company","California","45"
"4045","*Sand Mountain Electric Cooperative","Alabama","13"
"4048","gineering Bureau, City and County of","California","55"
"4049","*Sanger Light and Water Works","Texas","777"
"4050","San Gorgonio Electric Corporation","California","45"
"4051","*San Isabel Electric Association, Inc","Colorado","70"
"4052","*San Luis Valley Rural Electric Cooperative, Inc.",". Colorado ..","70"
"4053","San Miguel Light & Power Co","Colorado","62"
"4054","*San Miguel Power Association, Inc","Colorado","70"
"4055","*San Patricio Electric Cooperative, Inc","Texas","786"
"4056","San Simon Light & Power Company","Arizona","20"
"4057","Santa Catalina Island Company","California","49"
"4058","*Santa Clara Light and Power Plant","California","55"
"4059","*Santee Electric Cooperative","South Carolina","720"
"4060","Santee River Hardwood Company","South Carolina","715"
"4061","Saratoga Light, Heat and Power Co","Wyoming","898"
"4062","*Sargent, City of","Nebraska","486"
"4063","*Sargeant, Village of","Minnesota","395"
"4064","Sartell Brothers Co","Minnesota","378"
"4066","The","Georgia","117"
"4068","City of","Minnesota","395"
"4069","*Sauk City Light and Water Department","Wisconsin","885"
"4070","Savage Manufacturing Co","Maryland","315"
"4071","Savannah Electric and Power Company","Georgia —","103"
"4072","*Savannah, Village of","New York","555"
"4073","*Savonburg Electric Light Department","Kansas","261"
"4074","*Sawyeryille, Village of","Illinois","152"
"4075","Sayles Finishing Plants, Inc","Rhode Island","707"
"4076","Schock, G. C","South Dakota","726"
"4077","*Schuyler Department of Utilities","Nebraska","487"
"4078","*Schuylkill Haven Electric Light Department","Pennsylvania","701"
"4079","*Scituate Dam Hydro-Electric Plant","Rhode Island","707"
"4080","Scotia Coal & Coke Co","West Virginia","855"
"4081","Scotland Neck, Town of","North Carolina","578"
"4083","ciation","Missouri","446"
"4084","*Scottsboro Electric Department","Alabama","10"
"4085","*Scottsburg Municipal Light Plant","Indiana","182"
"4086","*Scranton, City of","Kansas","261"
"4087","Scranton Electric Company, The","Pennsylvania","688"
"4088","*Seaford Light & Power Co., City of","Delaware","81"
"4089","*Seaside Heights, Borough of","New Jersey","517"
"4090","Seattle Cedar Lumber Manufacturing Company...","Washington","833"
"4091","*Seattle, Department of Lighting, City of","Washington","838"
"4092","*Sebewaing Electric Light Plant","Michigan","362"
"4093","*Sebring, City of","Florida","95"
"4095","ation, Inc., The","Kansas","267"
"4096","Segelhorst Bros","Missouri","432"
"4097","*Seguin-Light Department, City of","Texas","777"
"4098","*S. E. Iowa Cooperative Electric Association","Iowa.","232"
"4100","porated, The","Kansas","267"
"4101","*Selma, Town of","North Carolina","579"
"4105","*Seneca, City of","Kansas","261"
"4106","Seneca Light & Power Co","Ohio","607"
"4107","*Seneca Light & Water Plant","South Carolina","717"
"4108","*Sequachee Valley Electric Cooperative","Tennessee","752"
"4109","*Sergeant Bluff Municipal Light & Power Compa","any. Iowa","222"
"4110","*Severance, City of","Kansas","261"
"4111","*Sevier County Electric System","Tennessee","747"
"4112","*Seville Light & Power Department","Ohio","624"
"4113","*Seward, City of","Kansas","262"
"4114","*Seward County Rural Public Power District","Nebraska","487"
"4115","*Seward Municipal Electric Light Department","Nebraska","487"
"4116","*Seymour Light and Water Works","Iowa","222"
"4117","*Seymour Municipal Light Plant","Texas","777"
"4118","Shaffer, J. Finis","Missouri","430"
"4119","*Shakopee, Water & Light Dept. , City of'","Minnesota","395"
"4120","Shannon Gas and Electric Co., The","Wyoming","898"
"4121","*Sharon Light and Power Co","North Dakota","591"
"4122","*Sharon Light Company","North Carolina","584"
"4123","*Sharon Springs, City of","Kansas","262"
"4124","Sharpsburg, Borough of","Pennsylvania","701"
"4125","*Sharpsburg, Town of","North Carolina","579"
"4126","*Shawanp Water & Electric Department","Wisconsin","886"
"4127","*Shaw Light and Water Works","Mississippi","412"
"4129","missioners","Wisconsin","886"
"4130","'Sheffield City Power & Water Department","Alabama","11"
"4131","Sheip Lumber Company, J. II","Florida","91"
"4132","*Shelbina Light and Water Plant","Missouri","442"
"4133","*Shelby, City of","North Carolina","579"
"4135","poration","Indiana","188"
"4136","*Shelby Electric Cooperative","Illinois","155"
"4137","*Shelby Municipal Electric System","Iowa","223"
"4138","*Shelby Municipal Light Plant","Ohio","624"
"4139","*Shelby Rural Electric Cooperative Corporation","Kentucky","281"
"4140","*Shelbyville Power System","Tennessee","747"
"4141","*Shelly Municipal Light Plant","Minnesota","395"
"4143","porated","New York","544"
"4144","*Shenandoah Valley Electric Cooperative","Virginia","824"
"4145","*Sherburne, Village of","New York","555"
"4146","Sheridan County Electric Company","Wyoming","898"
"4147","Sherrard Power System","Illinois","141"
"4148","Shickley Electric Company","Wyoming","898"
"4149","*Shickley, Village of","Nebraska","487"
"4150","*Shiloh Board of PublicAffairs","Ohio","624"
"4151","*Shiner Light and Water Department","Texas","778"
"4153","Power District","Arizona","23"
"4154","*Shrewsbury Light and Power Company","Vermont","810"
"4156","of","Massachusetts","341"
"4157","*Shullsburg Electric Utility","Wisconsin","886"
"4158","*Sibley City of","Iowa","223"
"4159","Sierra City Electric Light Plant","California","45"
"4160","Sierra Pacific Power Company","California","45"
"4161","","Nevada","496"
"4162","*Sikeston Municipal Light Company","Missouri","442"
"4163","*Siloam Springs Municipal Light Plant","Arkansas","34"
"4164","*Silver Springs Electric Department","New York","556"
"4165","Silverton Electric Light Co","Colorado","62"
"4166","Simsbury Electric Company, The","Connecticut","75"
"4167","Sinai Garage and Power Company","South Dakota","727"
"4168","Sinclair Refining Co","Wyoming.,","900"
"4169","*Singing River Electric Power Association","Mississippi","416"
"4173","Sioux City Gas and Electric Company","Iowa","204"
"4174","*Sioux Electric Cooperative Association","Iowa","232"
"4176","The City of","South Dakota","731"
"4177","*Sioux Valley Empire Electric Association, Inc","South Dakota","732"
"4178","Skaneateles East Lake El. Line, Inc","New York","545"
"4179","*Skaneateles Electric Light Department","New York","556"
"4180","*Slash Pine Electric Membership Corporation","Georgia","117"
"4181","*Slater Municipal Utilities","Missouri","442"
"4182","'Sleepy Eye Light and Power","Minnesota","396"
"4184","Village of","Wisconsin","886"
"4185","Sloss-Sheffield Steel & Iron Company","Alabama","6"
"4186","*Smethport, Borough of","Pennsylvania","702"
"4187","*Smithfield Electric Light System","North Carolina","579"
"4188","*Smithfield, Village of","Nebraska","487"
"4189","'Smithville, City of","Texas","778"
"4190","Smithville Electric Co., Inc","Indiana","169"
"4191","Smoky Mountain Power Company","North Carolina","566"
"4192","*Smyrna, Town of","Delaware","81"
"4194","tion","Georgia","117"
"4195","Snoqualmie Falls Lumber Company","Washington","833"
"4196","*Snyder, Village of","Nebraska","487"
"4198","Society for Establishing Useful Manufactures","New Jersey","515"
"4199","*Soda Springs, The City of","Idaho","125"
"4200","Solar Electric Company","Pennsylvania","689"
"4201","Solen Motor Co","North Dakota","580"
"4202","Solomon Gas & Electric Co","Kansas","243"
"4203","*Solvay, Village of","New York","556"
"4204","*Somerset Rural Electric Cooperative, Inc","Pennsylvania","704"
"4205","*SomerviIle Water and Light Plant","Tennessee","748"
"4206","*South Alabama Electric Cooperative","Alabama","13"
"4207","South Beloit Water, Gas and Electric Company","Illinois","142"
"4208","South Carolina Electric & Gas Company","South Carolina","711"
"4209","South Carolina Power Company","Georgia","104"
"4210","","South Carolina","712"
"4211","*South Carolina Public Service Authority","South Carolina","718"
"4212","South Carolina Utilities Company","South Carolina","713"
"4213","*South Central Electric Association","Minnesota","403"
"4215","*South Cle Elum, Town of","Washington","838"
"4216","*South Coffeyville, City of","Oklahoma","648"
"4217","*South Crawford Rural Electric Coop","Iowa","232"
"4218","South Dakota Public Service Company","South Dakota","726"
"4220","*Southeastern Electric Cooperative of Durant","Oklahoma","653"
"4221","*Southeastern Illinois Electric Cooperative, Inc","Illinois","155"
"4222","Southeastern Indiana Power Company","Indiana","169"
"4224","Corporation","Indiana","188"
"4226","Inc","Michigan","365"
"4227","'Southeastern Nebraska Public Power District","Nebraska","487"
"4228","'Southeast Junction Light and Power Company","Iowa","232"
"4229","Southern Arizona Public Service Company","Arizona","20"
"4230","Southern Berkshire Power & Electric Company","Massachusetts","331"
"4231","Southern California Edison Company, Ltd","California","45"
"4232","Southern California Water Company","California","47"
"4233","Southern Colorado Power Company","Colorado","62"
"4234","'Southern Illinois Electric Cooperative","Illinois","156"
"4235","Southern Indiana Gas and Electric Company","Indiana","169"
"4236","Southern Indiana Light & Power Corporation","Indiana","170"
"4238","sociation, Inc","Maryland","317"
"4242","*Southern Nebraska Rural Public Power District","Nebraska","487"
"4243","Southern Nevada Power Company","Nevada","497"
"4244","Southern Ohio Public Service Company","Ohio","607"
"4245","Southern Pacific Company","Nevada","498"
"4246","Southern Pennsylvania Power Company","Pennsylvania","689"
"4247","*Southern Pine Electric Membership Corporation _ _","_ Alabama","14"
"4248","*Southern Pine Electric Power Association","Mississippi","416"
"4249","Southern Pine Lumber Co","Texas","770"
"4250","Southern Utah Power Company","Utah","790"
"4251","Southern Wyoming Utilities Company","Wyoming","898"
"4252","*South Farmers Electric Line, The","Illinois","155"
"4253","South Fulton Light and Power Company","Tennessee","738"
"4255","of","Massachusetts","341"
"4256","•South Haven, City of","Michigan","362"
"4257","South Jersey Power & Light Company","New Jersey","515"
"4259","poration","Kentucky","281"
"4260","*South Louisiana Electric Cooperative Assn","Louisiana","295"
"4261","*South Norwalk Electric Works, The","Connecticut","78"
"4262","South Penn Power Company","Pennsylvania","689"
"4263","•South Plains Electric Cooperative, Inc","Texas","786"
"4264","•Southport, Town of","North Carolina","579"
"4265","*South River Board of Public Works","New Jersey","517"
"4266","•South River Electric Membership Corporation","North Carolina","584"
"4267","South Shore Utility Company","Wisconsin","866"
"4268","•Southside Electric Cooperative","Virginia","824"
"4269","*SouthSide Electric Lines, Inc","Idaho","127"
"4270","•South Sioux City, City of","Nebraska","487"
"4271","*South Superior, Town of","Wyoming","902"
"4272","*South Vienna Light Plant","Ohio","624"
"4274","tion","Arkansas","36"
"4276","Corporation","Pennsylvania","704"
"4277","•Southwest Electric Cooperative","Missouri","447"
"4278","•Southwestern Electric Cooperative, Inc","Illinois","156"
"4279","Southwestern Gas and Electric Company","Arkansas","30"
"4280","","Louisiana","288"
"4281","","Texas","763"
"4282","Southwestern Light & Power Company","Oklahoma","639"
"4284","The","Minnesota,","403"
"4285","Southwestern Public Service Company","New Mexico","522"
"4286","","Texas","764"
"4288","ration","Louisiana","295"
"4289","Southwest Lumber Mills, Inc","Arizona","22"
"4290","•Southwest Mississippi Electric Power Association.",". Mississippi","416"
"4291","•Southwest Rural Electric Association, Inc","Oklahoma","653"
"4293","ration","Tennessee","752"
"4294","•South Whitley Electric Light Co","Indiana","182"
"4295","•Spanish Fork Electric System","Utah","798"
"4297","pany","Pennsylvania","689"
"4298","•Spartanburg Commissioners of Public Works","South Carolina","718"
"4299","Spencer Gas Company, The","Massachusetts","331"
"4300","•Spencer Municipal Light Plant","Nebraska","488"
"4301","•Spencer Municipal Utilities","Iowa","223"
"4302","•Spencerport Electric Department","New York","556"
"4303","•Spencerville Board of Public Affairs","Ohio","624"
"4304","•Spiceland Corporation","Indiana","182"
"4305","•Spiro Light and Power Plant","Oklahoma","648"
"4306","•Spooner Board of Public Works","Wisconsin","886"
"4307","•Spooner Water and Light Department, Villageof..","Minnesota","396"
"4311","*Spoon River Electric Cooperative, Inc","Illinois","156"
"4312","Spring Canyon Coal Company","Utah","793"
"4313","*Spring City Electric Light and Power System","Utah","798"
"4314","*Springfield, City of","Minnesota .","396"
"4315","*Springfield Department of Electricity","Tennessee","748"
"4316","Springfield Gas and Electric Company","Missouri","430"
"4318","ment","Illinois","152"
"4319","*Spring Grove Village","Minnesota","396"
"4320","Springview Flour & Grain Company","Nebraska","464"
"4321","*Springville Electric Light and Power Co","New York","556"
"4322","*Springville Municipal Corp","Utah","798"
"4323","*Spur Municipal Light & Power Plant","Texas","778"
"4324","*Squirrel Island Village Corp","Maine ..","307"
"4325","*Stafford, City of","Kansas","262"
"4326","*Stamf ord Electric Cooperative, Inc","Texas ..","786"
"4327","Stampers Garage","M issouri","432"
"4328","*Stanberry Board of Public Works","Missouri","442"
"4329","*Stanhope Municipal Electric System","Iowa","223"
"4330","Stanolind Oil and Gas Company","Wyoming","900"
"4331","*Stanton County Rural Public Power District","Nebraska","488"
"4332","*Stanton Municipal Water and Light Plant","Nebraska","488"
"4333","*Stantonsburg Light and Power Department","North Carolina","579"
"4334","*Staples Water and Light Department","Minnesota","396"
"4335","*Stapleton, Village of","Nebraska","488"
"4336","*Starke Light and Water Plant","Florida","95"
"4337","*Starkville Department of Electricity, City of","Mississippi","412"
"4338","Star Milling and Electric Company","Indiana","170"
"4339","Star Valley Power & Light Company","Wyoming","898"
"4340","*State Center Electric Light Plant","Iowa","223"
"4341","Staten Island Edison Corporation","New York","545"
"4342","*State Rural Electrification Authority","South Carolina","720"
"4343","States & Canada Utilities, Inc","Vermont","805"
"4344","*Statesville Light Department","North Carolina","579"
"4345","*Staunton, The City of","Illinois","152"
"4346","Stearns Coal & Lumber Company, Inc","Kentucky","276"
"4347","*Stearns Cooperative Electric Association","Minnesota","403"
"4348","Stearns Power & Light Co","Kentucky •_","275"
"4349","*Steele-Waseca Cooperative Electric","Minnesota","403"
"4350","*Steilacoom, Town of","Washington","838"
"4351","*Stephen Electric Light Department, Village of","Minnesota","396"
"4352","*Stephenson Electric Account, Village of","Michigan","362"
"4353","*Sterling Light and Water Plant.","Kansas","262"
"4356","poration","Indiana","188"
"4358","tion","Minnesota","403"
"4359","*Stevens County Electric Cooperative, Inc","Washington","841"
"4360","Stillman Armstrong Co","Maine","297"
"4361","*Stillwater, City of","Oklahoma","648"
"4362","Stillwater Worsted Mills","Rhode Island","707"
"4363","*Stilwell Light and Water System","Oklahoma","648"
"4364","Stinn Implement Company","Iowa","205"
"4365","Stockton Electric, Ice & Power Plant","Maryland","313"
"4366","","Virginia","815"
"4367","*Stockton Municipal Light Plant","Kansas","262"
"4368","Stockville Garage","Nebraska","463"
"4369","Stonewall Cotton Mills, Incorporated","Mississippi","408"
"4370","Stonington & Deer Isle Power Co","Maine","304"
"4371","*Stonington Light and Water Works Plant","Illinois","152"
"4372","Stony Run Light & Power Company","Minnesota","378"
"4373","*Story City Light Department 1","Iowa","223"
"4374","Stoufferstown Electric Company","Pennsylvania","689"
"4375","*Stoughton Municipal Electric Light System","Wisconsin","886"
"4379","*Stoutsville Municipal Electric Department","Missouri ","442"
"4380","*Stowe, Incorporated Village of 1","Vermont ","809"
"4381","Stowe Mills, Inc","North Carolina ","569"
"4382","Straits Light & Power Company","Washington ","830"
"4383","*Stratford Light & Power Department","Iowa ","223"
"4384","Stratford Water and Light Department","Wisconsin ","887"
"4385","Strathmore Paper Co","Massachusetts ","336"
"4386","Stratton Light Co","Maine ","304"
"4387","Stratton Manufacturing Company","Maine ","306"
